city_name,country_code,region,population,upd_date,lat,lon
Livorno,IT,Europe/Rome,153773,2017-07-01,43.54427,10.32615
Genoa,IT,Europe/Rome,580223,2017-05-23,44.404781,8.9443903
Foggia,IT,Europe/Rome,137032,2020-01-26,41.45845,15.55188
Florence,IT,Europe/Rome,349296,2020-01-02,43.779251,11.24626
Brescia,IT,Europe/Rome,184826,2017-12-12,45.53558,10.21472
Bologna,IT,Europe/Rome,366133,2016-12-30,44.493809,11.33875
Bergamo,IT,Europe/Rome,114162,2018-03-12,45.696011,9.6672096
Bari,IT,Europe/Rome,277387,2021-08-04,41.120659,16.86982
Acilia-Castel Fusano-Ostia Antica,IT,Europe/Rome,129362,2016-12-28,41.763371,12.33078
Spanish Town,JM,America/Jamaica,145018,2017-03-14,17.99107,-76.95742
Portmore,JM,America/Jamaica,102861,2017-03-14,17.950319,-76.882149
New Kingston,JM,America/Jamaica,583958,2019-02-27,18.007469,-76.783188
Kingston,JM,America/Jamaica,937700,2021-08-01,17.997021,-76.793579
Wadi as Sir,JO,Asia/Amman,181212,2020-06-10,31.9545,35.81831
Irbid,JO,Asia/Amman,307480,2019-09-05,32.555561,35.849998
Zarqa,JO,Asia/Amman,792665,2013-04-21,32.07275,36.087959
Amman,JO,Asia/Amman,1275857,2019-09-05,31.955219,35.94503
'Ajlun,JO,Asia/Amman,125557,2020-06-10,32.33326,35.752789
Russeifa,JO,Asia/Amman,268237,2011-05-25,32.01778,36.046391
Atsugi,JP,Asia/Tokyo,229199,2017-07-22,35.442719,139.36931
Akashi,JP,Asia/Tokyo,297279,2017-07-28,34.655239,135.00687
Zama,JP,Asia/Tokyo,134671,2017-07-22,35.4879,139.39101
Yono,JP,Asia/Tokyo,1077730,2018-02-22,35.883331,139.63333
Yonago,JP,Asia/Tokyo,141368,2017-07-22,35.433331,133.33333
Yokosuka,JP,Asia/Tokyo,428992,2019-09-05,35.283611,139.66722
Yokohama,JP,Asia/Tokyo,3574443,2018-01-24,35.433331,139.64999
Yokkaichi,JP,Asia/Tokyo,295841,2019-09-05,34.966671,136.61667
Honmachi,JP,Asia/Tokyo,104341,2019-02-28,32.504391,130.59952
Yao,JP,Asia/Tokyo,273213,2017-07-22,34.616669,135.60001
Yamaguchi,JP,Asia/Tokyo,145515,2017-04-09,34.183331,131.46667
Yaizu,JP,Asia/Tokyo,121057,2017-07-22,34.868771,138.31952
Utsunomiya,JP,Asia/Tokyo,449865,2017-04-09,36.566669,139.88333
Urayasu,JP,Asia/Tokyo,143758,2019-02-28,35.670559,139.88861
Uji,JP,Asia/Tokyo,192925,2017-07-22,34.890442,135.80325
Ueda,JP,Asia/Tokyo,126606,2018-05-26,36.402649,138.28162
Ube,JP,Asia/Tokyo,173733,2017-07-22,33.943062,131.25111
Tsu,JP,Asia/Tokyo,163461,2017-04-09,34.73333,136.51666
Toyota,JP,Asia/Tokyo,362383,2012-02-18,35.083328,137.14999
Toyonaka,JP,Asia/Tokyo,384459,2017-07-22,34.78244,135.46931
Toyokawa,JP,Asia/Tokyo,120537,2017-07-31,34.816669,137.39999
Toyohashi,JP,Asia/Tokyo,378374,2017-07-22,34.76667,137.38333
Toyama,JP,Asia/Tokyo,325532,2017-04-09,36.700001,137.21667
Tottori,JP,Asia/Tokyo,154098,2017-07-21,35.5,134.23334
Tondabayashicho,JP,Asia/Tokyo,132873,2017-07-29,34.500648,135.60211
Tokyo,JP,Asia/Tokyo,8336599,2020-05-28,35.689499,139.69171
Tokuyama,JP,Asia/Tokyo,101133,2017-04-09,34.049999,131.81667
Tokushima,JP,Asia/Tokyo,267345,2017-04-09,34.066669,134.56667
Tokorozawa,JP,Asia/Tokyo,339435,2017-07-22,35.79916,139.46902
Nishi-Tokyo-shi,JP,Asia/Tokyo,195164,2017-07-22,35.725262,139.5383
Takatsuki,JP,Asia/Tokyo,354468,2017-07-22,34.848331,135.61678
Takasaki,JP,Asia/Tokyo,240857,2017-07-22,36.333328,139.01666
Takarazuka,JP,Asia/Tokyo,219789,2017-07-22,34.799358,135.35696
Takaoka,JP,Asia/Tokyo,170077,2017-07-22,36.75,137.01666
Takamatsu,JP,Asia/Tokyo,334223,2019-09-05,34.333328,134.05
Tajimi,JP,Asia/Tokyo,107818,2017-07-22,35.316669,137.13333
Suzuka,JP,Asia/Tokyo,191477,2017-07-22,34.883331,136.58333
Suita,JP,Asia/Tokyo,351630,2017-07-22,34.761429,135.51567
Soka,JP,Asia/Tokyo,231445,2017-07-22,35.83643,139.79958
Shizuoka,JP,Asia/Tokyo,701561,2019-09-05,34.98333,138.38333
Shimonoseki,JP,Asia/Tokyo,245786,2019-09-05,33.950001,130.95
Minato,JP,Asia/Tokyo,375339,2017-04-09,34.215199,135.1501
Seto,JP,Asia/Tokyo,134246,2017-07-22,35.23333,137.10001
Sasebo,JP,Asia/Tokyo,237444,2019-09-05,33.168339,129.72502
Sandacho,JP,Asia/Tokyo,132858,2020-06-11,34.884441,135.22694
Sakata,JP,Asia/Tokyo,100446,2017-07-22,38.916672,139.855
Sakai,JP,Asia/Tokyo,782339,2017-07-22,34.583328,135.46667
Saga,JP,Asia/Tokyo,165236,2017-04-09,33.23333,130.3
Oyama,JP,Asia/Tokyo,159936,2017-07-22,36.299999,139.8
Otsu,JP,Asia/Tokyo,298164,2019-09-05,35,135.86667
Ota,JP,Asia/Tokyo,152104,2017-07-22,36.299999,139.36667
Osaka,JP,Asia/Tokyo,2592413,2017-07-21,34.693741,135.50218
Omuta,JP,Asia/Tokyo,131974,2017-07-22,33.033329,130.45
Ome,JP,Asia/Tokyo,149323,2017-07-22,35.78389,139.24306
Okazaki,JP,Asia/Tokyo,352361,2017-07-22,34.950001,137.16667
Okayama,JP,Asia/Tokyo,639652,2019-02-27,34.650002,133.93333
Oita,JP,Asia/Tokyo,448907,2017-04-09,33.23333,131.60001
Ogaki,JP,Asia/Tokyo,150570,2017-07-22,35.349998,136.61667
Odawara,JP,Asia/Tokyo,203035,2017-07-22,35.255562,139.15971
Numazu,JP,Asia/Tokyo,204318,2017-07-22,35.099998,138.86667
Noda,JP,Asia/Tokyo,121411,2017-07-22,35.948971,139.86794
Nobeoka,JP,Asia/Tokyo,121949,2017-07-22,32.583328,131.66667
Nishio,JP,Asia/Tokyo,103337,2017-07-22,34.866669,137.05
Nishinomiya-hama,JP,Asia/Tokyo,468925,2017-07-31,34.715618,135.33199
Niihama,JP,Asia/Tokyo,123059,2017-07-22,33.960468,133.30522
Niigata,JP,Asia/Tokyo,505272,2019-02-27,37.886372,139.00589
Nara-shi,JP,Asia/Tokyo,367353,2017-07-22,34.685051,135.80486
Naha,JP,Asia/Tokyo,300795,2017-04-09,26.216669,127.68333
Nagoya,JP,Asia/Tokyo,2191279,2017-04-09,35.181469,136.9064
Nagasaki,JP,Asia/Tokyo,410204,2017-04-09,32.75,129.88333
Nagareyama,JP,Asia/Tokyo,156000,2017-07-22,35.8563,139.90266
Nagaoka,JP,Asia/Tokyo,195318,2019-09-05,37.450001,138.85001
Nagano,JP,Asia/Tokyo,360176,2017-04-09,36.650002,138.18333
Musashino,JP,Asia/Tokyo,137479,2017-07-22,35.706108,139.55943
Moriguchi,JP,Asia/Tokyo,148350,2017-07-22,34.73333,135.56667
Miyazaki,JP,Asia/Tokyo,311203,2017-04-09,31.91667,131.41667
Miyakonojo,JP,Asia/Tokyo,130994,2017-07-22,31.73333,131.06667
Mishima,JP,Asia/Tokyo,113479,2017-07-22,35.116669,138.91667
Mino,JP,Asia/Tokyo,129127,2017-07-27,34.826908,135.47057
Minamirinkan,JP,Asia/Tokyo,224015,2017-04-09,35.49527,139.44279
Matsumoto,JP,Asia/Tokyo,210667,2017-07-22,36.23333,137.96667
Matsue,JP,Asia/Tokyo,156811,2017-04-09,35.48333,133.05
Matsudo,JP,Asia/Tokyo,470277,2017-07-22,35.779949,139.90144
Matsubara,JP,Asia/Tokyo,130855,2017-07-22,34.566669,135.55
Maebashi,JP,Asia/Tokyo,282711,2017-04-09,36.400002,139.08333
Machida,JP,Asia/Tokyo,399969,2017-07-22,35.540279,139.45084
Kyoto,JP,Asia/Tokyo,1459640,2019-09-05,35.021069,135.75385
Kusatsu,JP,Asia/Tokyo,127680,2017-07-22,35.01667,135.96667
Kurume,JP,Asia/Tokyo,238197,2017-07-22,33.316669,130.51666
Kure,JP,Asia/Tokyo,196624,2017-07-22,34.23222,132.56657
Kurashiki,JP,Asia/Tokyo,437581,2017-07-22,34.583328,133.76666
Kumamoto,JP,Asia/Tokyo,680423,2017-07-21,32.805889,130.6918
Kumagaya,JP,Asia/Tokyo,155813,2019-02-28,36.134972,139.39005
Koshigaya,JP,Asia/Tokyo,317437,2017-07-22,35.89035,139.78915
Konan,JP,Asia/Tokyo,100389,2017-07-22,35.33165,136.87042
Komatsu,JP,Asia/Tokyo,109045,2017-07-22,36.40263,136.45088
Komaki,JP,Asia/Tokyo,151025,2017-07-22,35.283329,136.91667
Kokubunji,JP,Asia/Tokyo,118682,2017-07-22,35.702221,139.47556
Kofu,JP,Asia/Tokyo,190000,2019-02-27,35.666672,138.56667
Kochi,JP,Asia/Tokyo,335570,2017-04-09,33.549999,133.53333
Kobe,JP,Asia/Tokyo,1528478,2019-09-16,34.691299,135.183
Kitakyushu,JP,Asia/Tokyo,997536,2017-07-22,33.85181,130.85034
Kishiwada,JP,Asia/Tokyo,205561,2017-07-22,34.466671,135.36667
Kisarazu,JP,Asia/Tokyo,122524,2017-07-22,35.383289,139.93254
Kiryu,JP,Asia/Tokyo,110219,2019-02-28,36.400002,139.33333
Kawasaki,JP,Asia/Tokyo,1306785,2019-09-05,35.520561,139.71722
Kawanishi,JP,Asia/Tokyo,160520,2017-07-21,34.816669,135.41667
Kawaguchi,JP,Asia/Tokyo,468565,2019-02-28,35.80521,139.71072
Kawagoe,JP,Asia/Tokyo,337931,2017-07-22,35.908611,139.48528
Kasukabe,JP,Asia/Tokyo,206915,2017-07-22,35.983082,139.74966
Kasugai,JP,Asia/Tokyo,298589,2017-07-26,35.24762,136.97229
Kashiwa,JP,Asia/Tokyo,340221,2019-02-28,35.86224,139.97733
Kashihara-shi,JP,Asia/Tokyo,124521,2017-07-22,34.508961,135.79289
Kariya,JP,Asia/Tokyo,139159,2017-07-22,34.98333,136.98334
Kanazawa,JP,Asia/Tokyo,458937,2019-02-27,36.599998,136.61667
Kamirenjaku,JP,Asia/Tokyo,178739,2018-01-14,35.694229,139.55495
Kamakura,JP,Asia/Tokyo,166016,2019-09-05,35.308891,139.55028
Kakogawacho-honmachi,JP,Asia/Tokyo,271634,2020-06-11,34.769428,134.82906
Kakamigahara,JP,Asia/Tokyo,132241,2017-07-22,35.416672,136.86667
Kagoshima,JP,Asia/Tokyo,555352,2017-04-09,31.566669,130.55
Kadoma,JP,Asia/Tokyo,131727,2017-07-22,34.738098,135.57442
Izumisano,JP,Asia/Tokyo,100595,2018-02-22,34.416672,135.31667
Izumi,JP,Asia/Tokyo,189085,2017-07-22,34.48333,135.43333
Iwatsuki,JP,Asia/Tokyo,108833,2017-04-09,35.964741,139.69644
Iwakuni,JP,Asia/Tokyo,104004,2017-07-22,34.162971,132.22
Itami,JP,Asia/Tokyo,193524,2019-02-28,34.784271,135.40126
Isesaki,JP,Asia/Tokyo,130692,2017-07-22,36.316669,139.2
Isehara,JP,Asia/Tokyo,103401,2017-07-22,35.399319,139.3102
Inazawa,JP,Asia/Tokyo,102130,2017-07-26,35.25,136.78333
Ikoma,JP,Asia/Tokyo,117601,2017-07-22,34.683331,135.7
Iida,JP,Asia/Tokyo,107111,2017-07-22,35.51965,137.82074
Ichinomiya,JP,Asia/Tokyo,280331,2019-02-28,35.299999,136.8
Ibaraki,JP,Asia/Tokyo,273992,2017-07-22,34.81641,135.56828
Hofu,JP,Asia/Tokyo,116925,2017-07-26,34.049999,131.56667
Hiroshima,JP,Asia/Tokyo,1143841,2018-12-25,34.400002,132.45
Hiratsuka,JP,Asia/Tokyo,259052,2017-07-22,35.32785,139.33736
Hirakata,JP,Asia/Tokyo,406331,2017-07-22,34.813519,135.64914
Hino,JP,Asia/Tokyo,171777,2017-07-22,35.673061,139.40028
Himeji,JP,Asia/Tokyo,481493,2019-09-05,34.816669,134.7
Hikone,JP,Asia/Tokyo,110925,2017-07-22,35.25,136.25
Handa,JP,Asia/Tokyo,116119,2017-07-26,34.883331,136.93333
Hamamatsu,JP,Asia/Tokyo,605098,2017-07-22,34.700001,137.73334
Hadano,JP,Asia/Tokyo,174281,2019-02-28,35.371109,139.22362
Hachioji,JP,Asia/Tokyo,579399,2017-07-22,35.65583,139.32388
Gifu-shi,JP,Asia/Tokyo,397714,2017-07-22,35.422909,136.76039
Honcho,JP,Asia/Tokyo,560743,2017-11-10,35.70129,139.98648
Fukuyama,JP,Asia/Tokyo,383298,2017-07-22,34.48333,133.36667
Fukuoka,JP,Asia/Tokyo,1392289,2021-08-04,33.599998,130.41667
Fukui-shi,JP,Asia/Tokyo,248707,2017-07-22,36.06443,136.22256
Fukayacho,JP,Asia/Tokyo,106595,2017-04-09,36.200001,139.28333
Fujisawa,JP,Asia/Tokyo,394624,2019-09-05,35.349258,139.47665
Fujinomiya,JP,Asia/Tokyo,121515,2017-07-22,35.216671,138.61667
Fujieda,JP,Asia/Tokyo,132859,2017-07-22,34.866669,138.26666
Fuji,JP,Asia/Tokyo,240014,2017-07-22,35.166672,138.68333
Daito,JP,Asia/Tokyo,119329,2021-06-25,34.713779,135.62033
Chofu,JP,Asia/Tokyo,212977,2018-02-18,35.659241,139.54837
Chikushino-shi,JP,Asia/Tokyo,100353,2017-07-22,33.496311,130.51559
Chigasaki,JP,Asia/Tokyo,231657,2019-02-28,35.33638,139.40434
Beppu,JP,Asia/Tokyo,125065,2017-07-22,33.279449,131.49751
Ashikaga,JP,Asia/Tokyo,159671,2017-07-22,36.333328,139.45
Anjo,JP,Asia/Tokyo,178402,2019-02-28,34.958279,137.08054
Amagasaki,JP,Asia/Tokyo,442173,2017-07-22,34.716671,135.41667
Ageoshimo,JP,Asia/Tokyo,219401,2017-07-29,35.971451,139.61382
Okinawa,JP,Asia/Tokyo,125483,2017-07-22,26.335831,127.80139
Sayama,JP,Asia/Tokyo,160843,2017-07-22,35.852951,139.41212
Asaka,JP,Asia/Tokyo,128058,2017-07-22,35.804722,139.60194
Shimotoda,JP,Asia/Tokyo,118731,2017-04-09,35.814999,139.6853
Wakayama,JP,Asia/Tokyo,351000,2017-04-09,34.23333,135.16667
Matsuyama,JP,Asia/Tokyo,443322,2017-07-29,33.839161,132.76575
Yamagata,JP,Asia/Tokyo,254538,2017-04-09,38.23333,140.36667
Tsukuba,JP,Asia/Tokyo,175589,2017-07-22,36.200001,140.10001
Sendai,JP,Asia/Tokyo,1063103,2019-02-27,38.26667,140.86667
Sakura,JP,Asia/Tokyo,182549,2017-07-22,35.716671,140.23334
Narita,JP,Asia/Tokyo,100641,2017-07-22,35.783329,140.31667
Morioka,JP,Asia/Tokyo,295172,2017-04-09,39.700001,141.14999
Mito,JP,Asia/Tokyo,246538,2017-04-09,36.349998,140.45
Koriyama,JP,Asia/Tokyo,340560,2017-07-22,37.400002,140.38333
Katsuta,JP,Asia/Tokyo,155968,2018-07-04,36.383331,140.53333
Iwaki,JP,Asia/Tokyo,357309,2017-07-22,37.049999,140.88333
Ishinomaki,JP,Asia/Tokyo,117233,2017-07-22,38.416672,141.3
Ichihara,JP,Asia/Tokyo,283531,2017-07-22,35.51667,140.08333
Hitachi,JP,Asia/Tokyo,186307,2017-07-22,36.599998,140.64999
Fukushima,JP,Asia/Tokyo,294237,2017-04-09,37.75,140.46667
Chiba,JP,Asia/Tokyo,919729,2017-04-09,35.599998,140.11667
Akita,JP,Asia/Tokyo,320069,2018-07-23,39.716671,140.11667
Abiko,JP,Asia/Tokyo,131771,2018-05-09,35.866669,140.01666
Tomakomai,JP,Asia/Tokyo,174806,2017-07-22,42.63694,141.60333
Sapporo,JP,Asia/Tokyo,1883027,2019-09-05,43.066669,141.35001
Otaru,JP,Asia/Tokyo,143792,2017-07-22,43.189442,141.00221
Obihiro,JP,Asia/Tokyo,173890,2017-07-22,42.917221,143.20444
Kushiro,JP,Asia/Tokyo,183612,2017-07-22,42.974998,144.37473
Kitami,JP,Asia/Tokyo,113137,2017-07-22,43.803059,143.89082
Hirosaki,JP,Asia/Tokyo,174972,2017-07-22,40.59306,140.4725
Hakodate,JP,Asia/Tokyo,275730,2017-07-22,41.775829,140.73666
Hachinohe,JP,Asia/Tokyo,239046,2017-07-22,40.5,141.5
Ebetsu,JP,Asia/Tokyo,133953,2017-07-22,43.108059,141.55057
Asahikawa,JP,Asia/Tokyo,356612,2019-09-05,43.77063,142.36488
Aomori,JP,Asia/Tokyo,298394,2017-08-03,40.816669,140.73334
Neyagawa,JP,Asia/Tokyo,238549,2017-07-22,34.766151,135.62759
Hitachi-Naka,JP,Asia/Tokyo,156811,2017-11-19,36.396591,140.53479
Joetsu,JP,Asia/Tokyo,204137,2017-07-22,37.148281,138.23642
Saitama,JP,Asia/Tokyo,1193350,2017-07-22,35.90807,139.65657
Higashimurayama,JP,Asia/Tokyo,150556,2017-08-02,35.754589,139.46852
Kuwana,JP,Asia/Tokyo,140051,2018-03-24,35.051922,136.66959
Thika,KE,Africa/Nairobi,200000,2013-08-17,-1.03326,37.069328
Nakuru,KE,Africa/Nairobi,259903,2019-09-05,-.30719,36.07225
Nairobi,KE,Africa/Nairobi,2750547,2021-07-29,-1.28333,36.816669
Mombasa,KE,Africa/Nairobi,799668,2019-09-05,-4.0546598,39.663589
Malindi,KE,Africa/Nairobi,118265,2013-08-17,-3.2179899,40.11692
Kisumu,KE,Africa/Nairobi,216479,2019-09-05,-.10221,34.761711
Eldoret,KE,Africa/Nairobi,218446,2013-06-28,.52035999,35.269932
Osh,KG,Asia/Bishkek,200000,2019-09-05,40.528278,72.7985
Bishkek,KG,Asia/Bishkek,900000,2019-09-05,42.869999,74.589996
Phnom Penh,KH,Asia/Phnom_Penh,1573544,2021-08-04,11.56245,104.91601
Takeo,KH,Asia/Phnom_Penh,843931,2021-01-02,10.99081,104.78498
Siem Reap,KH,Asia/Phnom_Penh,139458,2021-01-02,13.36179,103.86056
Sihanoukville,KH,Asia/Phnom_Penh,156691,2021-01-02,10.60932,103.52958
Battambang,KH,Asia/Phnom_Penh,150444,2021-01-02,13.10271,103.19822
Wonsan,KP,Asia/Pyongyang,329207,2020-06-11,39.152779,127.44361
Sunch'on,KP,Asia/Pyongyang,437000,2019-02-27,39.431671,125.93278
Songnim-ni,KP,Asia/Pyongyang,152425,2021-08-06,38.763489,125.64096
Sariwon,KP,Asia/Pyongyang,310100,2020-06-11,38.507221,125.75583
Pyongyang,KP,Asia/Pyongyang,3222000,2019-09-05,39.033852,125.75432
P'yongsong,KP,Asia/Pyongyang,100000,2020-06-11,39.246391,125.87194
Namp'o,KP,Asia/Pyongyang,455000,2010-08-03,38.737499,125.40778
Kaesong,KP,Asia/Pyongyang,338155,2020-06-11,37.970829,126.55444
Hungnam,KP,Asia/Pyongyang,346082,2020-06-11,39.831669,127.61861
Hamhung,KP,Asia/Pyongyang,559056,2020-06-11,39.918331,127.53639
Haeju,KP,Asia/Pyongyang,222396,2017-02-04,38.040562,125.71472
Sinuiju,KP,Asia/Pyongyang,288112,2020-06-11,40.100559,124.39806
Manp'o,KP,Asia/Pyongyang,116760,2020-06-11,41.15472,126.28944
Kanggye,KP,Asia/Pyongyang,209530,2017-01-05,40.96946,126.58523
Hyesan,KP,Asia/Pyongyang,192680,2020-01-09,41.401669,128.17778
Chongjin,KP,Asia/Pyongyang,327000,2013-05-22,41.795559,129.77583
Yangju,KR,Asia/Seoul,179923,2010-07-09,37.833111,127.06169
Wonju,KR,Asia/Seoul,243387,2017-01-24,37.351391,127.94528
Ulsan,KR,Asia/Seoul,962865,2014-01-12,35.53722,129.31667
Uijeongbu-si,KR,Asia/Seoul,479141,2014-01-19,37.741501,127.0474
Daejeon,KR,Asia/Seoul,1475221,2019-09-05,36.349129,127.38493
Daegu,KR,Asia/Seoul,2566540,2016-02-09,35.870281,128.59111
Suwon,KR,Asia/Seoul,1242724,2017-10-04,37.291111,127.00889
Suncheon,KR,Asia/Seoul,230796,2018-04-06,34.9505,127.48784
Seoul,KR,Asia/Seoul,10349312,2019-09-05,37.566002,126.9784
Busan,KR,Asia/Seoul,3678555,2019-04-30,35.101681,129.03004
Bucheon-si,KR,Asia/Seoul,850731,2014-01-19,37.49889,126.78306
Pohang,KR,Asia/Seoul,500000,2019-04-15,36.029171,129.36481
Osan,KR,Asia/Seoul,158978,2017-04-12,37.152222,127.07056
Mokpo,KR,Asia/Seoul,268402,2017-11-16,34.81282,126.39181
Masan,KR,Asia/Seoul,434371,2017-04-18,35.127251,126.83149
Gyeongsan-si,KR,Asia/Seoul,129903,2014-03-30,35.82333,128.73778
Gyeongju,KR,Asia/Seoul,155237,2017-12-06,35.842781,129.21167
Gwangju,KR,Asia/Seoul,1416938,2019-09-05,35.15472,126.91556
Guri-si,KR,Asia/Seoul,195236,2014-01-06,37.598598,127.1394
Gunsan,KR,Asia/Seoul,243406,2019-10-24,35.978611,126.71139
Gumi,KR,Asia/Seoul,291006,2013-05-11,36.113602,128.336
Goyang-si,KR,Asia/Seoul,1073069,2014-01-30,37.656391,126.835
Kimhae,KR,Asia/Seoul,356242,2020-11-17,35.234169,128.8811
Gimcheon,KR,Asia/Seoul,150000,2010-07-09,36.121761,128.11981
Gangneung,KR,Asia/Seoul,180611,2018-02-06,37.752659,128.87239
Iksan,KR,Asia/Seoul,283501,2012-01-18,35.94389,126.95444
Incheon,KR,Asia/Seoul,2628000,2021-07-31,37.456459,126.70515
Icheon-si,KR,Asia/Seoul,196230,2014-03-08,37.279171,127.4425
Hwaseong-si,KR,Asia/Seoul,476297,2014-01-07,37.206821,126.8169
Chuncheon,KR,Asia/Seoul,209746,2015-03-08,37.874722,127.73417
Jeonju,KR,Asia/Seoul,711424,2021-08-06,35.821941,127.14889
Cheongju-si,KR,Asia/Seoul,634596,2014-08-18,36.637218,127.48972
Cheonan,KR,Asia/Seoul,365114,2019-02-28,36.806499,127.1522
Chinju,KR,Asia/Seoul,307242,2015-06-03,35.19278,128.08472
Jeju City,KR,Asia/Seoul,408364,2016-02-17,33.50972,126.52194
Changwon,KR,Asia/Seoul,550000,2021-08-08,35.228062,128.68111
Anyang-si,KR,Asia/Seoul,634367,2014-01-07,37.392502,126.92694
Ansan-si,KR,Asia/Seoul,650728,2015-06-03,37.323608,126.82194
Andong,KR,Asia/Seoul,129319,2017-10-04,36.56636,128.72275
Yeosu,KR,Asia/Seoul,295538,2019-04-15,34.76062,127.66215
Tonghae,KR,Asia/Seoul,101128,2018-07-04,37.543892,129.10693
Seongnam-si,KR,Asia/Seoul,1031935,2014-01-19,37.43861,127.13778
Hanam,KR,Asia/Seoul,134902,2012-01-19,37.540001,127.20556
Hwado,KR,Asia/Seoul,106358,2018-12-05,37.6525,127.3075
Kwangmyong,KR,Asia/Seoul,357545,2012-01-20,37.477219,126.86639
Seogwipo,KR,Asia/Seoul,155691,2015-06-07,33.25333,126.56181
Sejong,KR,Asia/Seoul,230327,2017-04-11,36.592449,127.29223
Jeongeup,KR,Asia/Seoul,139876,2017-09-19,35.60004,126.91699
Hawalli,KW,Asia/Kuwait,164212,2013-08-04,29.332781,48.02861
As Salimiyah,KW,Asia/Kuwait,147649,2020-06-10,29.333891,48.076111
Al Ahmadi,KW,Asia/Kuwait,637411,2014-01-04,29.076941,48.083889
Sabah as Salim,KW,Asia/Kuwait,139163,2017-06-22,29.257219,48.05722
Zhanaozen,KZ,Asia/Aqtau,103598,2016-12-02,43.34116,52.861919
Oral,KZ,Asia/Oral,200000,2019-09-05,51.23333,51.366669
Karagandy,KZ,Asia/Almaty,451800,2019-09-19,49.801868,73.102112
Atyrau,KZ,Asia/Atyrau,180000,2019-09-05,47.116669,51.883331
Aktobe,KZ,Asia/Aqtobe,262457,2019-09-19,50.27969,57.20718
Shevchenko,KZ,Asia/Aqtau,147443,2020-04-08,43.64806,51.172218
Zhezqazghan,KZ,Asia/Almaty,104357,2021-04-09,47.78746,67.711182
Taraz,KZ,Asia/Almaty,358153,2019-09-05,42.900002,71.366669
Temirtau,KZ,Asia/Almaty,170600,2016-05-07,50.054939,72.964638
Taldykorgan,KZ,Asia/Almaty,116558,2021-07-30,45.01556,78.373894
Shymkent,KZ,Asia/Almaty,414032,2019-09-19,42.299999,69.599998
Semey,KZ,Asia/Almaty,292780,2017-04-07,50.42675,80.266693
Rudnyy,KZ,Asia/Qostanay,124000,2012-06-05,52.9729,63.116772
Kyzylorda,KZ,Asia/Qyzylorda,300000,2019-09-05,44.852779,65.509171
Kostanay,KZ,Asia/Qostanay,210000,2016-10-23,53.214352,63.62463
Petropavl,KZ,Asia/Almaty,200920,2016-01-07,54.866669,69.150002
Pavlodar,KZ,Asia/Almaty,329002,2019-09-05,52.283329,76.966667
Ust-Kamenogorsk,KZ,Asia/Almaty,319067,2017-09-19,49.971432,82.605858
Kokshetau,KZ,Asia/Almaty,124444,2019-04-10,53.283329,69.400002
Ekibastuz,KZ,Asia/Almaty,121470,2019-09-05,51.723709,75.322868
Nur-Sultan,KZ,Asia/Almaty,345604,2021-04-08,51.180099,71.445976
Almaty,KZ,Asia/Almaty,2000900,2019-09-19,43.256672,76.928612
Vientiane,LA,Asia/Vientiane,196731,2020-02-23,17.966669,102.6
Tripoli,LB,Asia/Beirut,229398,2019-09-05,34.433521,35.844151
Tyre,LB,Asia/Beirut,135204,2012-02-02,33.273331,35.19389
Sidon,LB,Asia/Beirut,163554,2019-09-19,33.55751,35.371479
Ra's Bayrut,LB,Asia/Beirut,1251739,2006-01-17,33.900002,35.48333
Beirut,LB,Asia/Beirut,1916100,2019-09-05,33.893318,35.501572
Nabatiye et Tahta,LB,Asia/Beirut,120000,2018-03-28,33.378891,35.483891
Trincomalee,LK,Asia/Colombo,108420,2019-09-05,8.5777998,81.228897
Pita Kotte,LK,Asia/Colombo,118179,2018-12-29,6.8905001,79.901497
Negombo,LK,Asia/Colombo,137223,2019-02-26,7.2083001,79.8358
Dehiwala-Mount Lavinia,LK,Asia/Colombo,219827,2018-12-29,6.8401899,79.871162
Moratuwa,LK,Asia/Colombo,185031,2018-12-29,6.7729998,79.881599
Sri Jayewardenepura Kotte,LK,Asia/Colombo,115826,2018-12-29,6.8829699,79.907082
Kandy,LK,Asia/Colombo,111701,2019-09-05,7.2905998,80.633598
Kalmunai,LK,Asia/Colombo,100171,2018-12-29,7.4090199,81.834717
Jaffna,LK,Asia/Colombo,169102,2019-09-05,9.6684504,80.007423
Colombo,LK,Asia/Colombo,648034,2019-09-05,6.9354801,79.848679
Monrovia,LR,Africa/Monrovia,939524,2019-09-05,6.30054,-10.7969
Maseru,LS,Africa/Maseru,118355,2019-09-05,-29.316669,27.48333
Vilnius,LT,Europe/Vilnius,542366,2021-07-25,54.689159,25.2798
Siauliai,LT,Europe/Vilnius,130587,2021-04-24,55.933331,23.316669
Panevezys,LT,Europe/Vilnius,117395,2015-11-11,55.73333,24.35
Klaipeda,LT,Europe/Vilnius,192307,2021-04-21,55.706799,21.13912
Kaunas,LT,Europe/Vilnius,374643,2021-04-28,54.902721,23.909611
Riga,LV,Europe/Riga,742572,2019-09-05,56.945999,24.10589
Daugavpils,LV,Europe/Riga,111564,2019-09-05,55.883331,26.533331
Tobruk,LY,Africa/Tripoli,121052,2019-09-05,32.08963,23.95385
Benghazi,LY,Africa/Tripoli,650629,2019-09-05,32.114861,20.06859
Ajdabiya,LY,Africa/Tripoli,134358,2019-09-05,30.755449,20.22625
Zliten,LY,Africa/Tripoli,109972,2013-08-13,32.467388,14.56874
