city_name,country_code,region,population,upd_date,lat,lon
Ras Al Khaimah City,AE,Asia/Dubai,351943,2019-09-09,25.78953,55.943199
Dubai,AE,Asia/Dubai,2956587,2019-08-28,25.07725,55.309269
Sharjah,AE,Asia/Dubai,1324473,2019-09-05,25.33737,55.41206
Ajman City,AE,Asia/Dubai,490035,2019-05-29,25.40177,55.478779
Abu Dhabi,AE,Asia/Dubai,603492,2019-09-05,24.45118,54.396961
Musaffah,AE,Asia/Dubai,243341,2019-10-12,24.358931,54.48267
Mazar-e Sharif,AF,Asia/Kabul,303282,2020-06-09,36.709042,67.11087
Kunduz,AF,Asia/Kabul,161902,2019-02-26,36.728951,68.857002
Kandahar,AF,Asia/Kabul,391190,2020-06-09,31.613319,65.710129
Kabul,AF,Asia/Kabul,3043532,2019-09-05,34.52813,69.172333
Jalalabad,AF,Asia/Kabul,200331,2020-06-09,34.426472,70.45153
Herat,AF,Asia/Kabul,272806,2020-06-09,34.348171,62.199669
Ghazni,AF,Asia/Kabul,141000,2018-02-17,33.553909,68.420959
Gardez,AF,Asia/Kabul,103601,2018-02-13,33.597439,69.225922
Balkh,AF,Asia/Kabul,114883,2018-02-17,36.756351,66.897202
Baghlan,AF,Asia/Kabul,108449,2020-06-09,36.13068,68.70829
Elbasan,AL,Europe/Tirane,100903,2017-12-20,41.112499,20.08222
Tirana,AL,Europe/Tirane,374801,2019-09-05,41.327499,19.81889
Durres,AL,Europe/Tirane,122034,2019-09-05,41.323551,19.454691
Yerevan,AM,Asia/Yerevan,1093485,2019-09-05,40.18111,44.513611
Vanadzor,AM,Asia/Yerevan,101098,2019-09-05,40.804562,44.4939
Gyumri,AM,Asia/Yerevan,148381,2019-09-05,40.794201,43.84528
N'dalatando,AO,Africa/Luanda,383100,2017-05-07,-9.2978201,14.91162
Luanda,AO,Africa/Luanda,2776168,2019-09-05,-8.8368196,13.23432
Lubango,AO,Africa/Luanda,102541,2020-06-02,-14.91717,13.4925
Lobito,AO,Africa/Luanda,207932,2013-06-09,-12.3644,13.53601
Cuito,AO,Africa/Luanda,113624,2020-10-13,-12.38333,16.933331
Huambo,AO,Africa/Luanda,226145,2019-02-26,-12.77611,15.73917
Benguela,AO,Africa/Luanda,151226,2011-10-28,-12.57626,13.40547
Villa Lugano,AR,America/Argentina/Buenos_Aires,114000,2017-05-08,-34.67907,-58.47263
Tandil,AR,America/Argentina/Buenos_Aires,104325,2015-04-22,-37.321671,-59.13316
Resistencia,AR,America/Argentina/Cordoba,387158,2016-01-30,-27.46056,-58.983891
Quilmes,AR,America/Argentina/Buenos_Aires,230000,2019-03-23,-34.729038,-58.263741
Posadas,AR,America/Argentina/Cordoba,323739,2015-04-22,-27.367081,-55.89608
Pilar,AR,America/Argentina/Buenos_Aires,226517,2017-12-21,-34.45866,-58.9142
Moron,AR,America/Argentina/Buenos_Aires,319934,2020-06-10,-34.650902,-58.61956
Merlo,AR,America/Argentina/Buenos_Aires,244168,2019-10-10,-34.666271,-58.729271
Mar del Plata,AR,America/Argentina/Buenos_Aires,553935,2019-09-05,-38.00042,-57.556198
La Plata,AR,America/Argentina/Buenos_Aires,694167,2019-09-05,-34.921452,-57.954529
Formosa,AR,America/Argentina/Cordoba,221383,2018-11-30,-26.184891,-58.17313
Corrientes,AR,America/Argentina/Cordoba,339067,2019-09-05,-27.46784,-58.8344
Concordia,AR,America/Argentina/Cordoba,145210,2016-01-30,-31.39296,-58.020889
Buenos Aires,AR,America/Argentina/Buenos_Aires,13076300,2019-09-05,-34.613152,-58.377232
Berazategui,AR,America/Argentina/Buenos_Aires,167498,2017-12-06,-34.765308,-58.21278
Belgrano,AR,America/Argentina/Buenos_Aires,138942,2017-12-06,-34.562698,-58.45829
Santiago del Estero,AR,America/Argentina/Cordoba,354692,2019-09-05,-27.795111,-64.26149
Santa Rosa,AR,America/Argentina/Salta,111424,2016-01-30,-36.616669,-64.283333
Santa Fe,AR,America/Argentina/Cordoba,489505,2019-03-21,-31.648809,-60.708679
San Salvador de Jujuy,AR,America/Argentina/Jujuy,305891,2019-09-05,-24.194571,-65.297119
San Rafael,AR,America/Argentina/Mendoza,109163,2016-01-30,-34.617722,-68.33007
San Nicolas de los Arroyos,AR,America/Argentina/Buenos_Aires,127742,2017-11-29,-33.334251,-60.2108
San Miguel de Tucuman,AR,America/Argentina/Tucuman,781023,2019-09-05,-26.824141,-65.222603
San Luis,AR,America/Argentina/San_Luis,183982,2016-09-05,-33.29501,-66.335632
San Juan,AR,America/Argentina/San_Juan,447048,2019-09-05,-31.5375,-68.536392
San Fernando del Valle de Catamarca,AR,America/Argentina/Catamarca,188812,2016-01-30,-28.46957,-65.78524
Salta,AR,America/Argentina/Salta,512686,2019-09-05,-24.7859,-65.411659
Rosario,AR,America/Argentina/Cordoba,1173533,2015-04-22,-32.946819,-60.63932
Rio Cuarto,AR,America/Argentina/Cordoba,153757,2015-04-22,-33.130669,-64.349922
Parana,AR,America/Argentina/Cordoba,262295,2018-11-30,-31.73271,-60.528969
Neuquen,AR,America/Argentina/Salta,242092,2020-06-10,-38.951611,-68.059097
Mendoza,AR,America/Argentina/Mendoza,876884,2020-07-08,-32.890839,-68.827171
La Rioja,AR,America/Argentina/La_Rioja,162620,2019-09-05,-29.411051,-66.85067
Cordoba,AR,America/Argentina/Cordoba,1428214,2019-09-05,-31.4135,-64.181053
Comodoro Rivadavia,AR,America/Argentina/Catamarca,140850,2021-07-27,-45.864128,-67.496559
Bahia Blanca,AR,America/Argentina/Buenos_Aires,276546,2015-04-22,-38.719589,-62.27243
Balvanera,AR,America/Argentina/Buenos_Aires,152198,2017-12-06,-34.610321,-58.397659
San Miguel,AR,America/Argentina/Buenos_Aires,157532,2019-08-07,-34.54335,-58.712292
Jose C. Paz,AR,America/Argentina/Buenos_Aires,230208,2019-09-03,-34.515411,-58.768131
Vienna,AT,Europe/Vienna,1691468,2019-07-30,48.208488,16.37208
Simmering,AT,Europe/Vienna,101420,2018-07-29,48.183331,16.433331
Salzburg,AT,Europe/Vienna,153377,2021-08-08,47.799412,13.04399
Ottakring,AT,Europe/Vienna,104627,2018-07-29,48.216671,16.299999
Linz,AT,Europe/Vienna,204846,2019-09-05,48.306389,14.28611
Innsbruck,AT,Europe/Vienna,132493,2019-09-05,47.262661,11.39454
Graz,AT,Europe/Vienna,222326,2021-08-08,47.066669,15.45
Floridsdorf,AT,Europe/Vienna,162779,2018-07-29,48.25,16.4
Favoriten,AT,Europe/Vienna,201882,2018-07-29,48.16116,16.38233
Donaustadt,AT,Europe/Vienna,187007,2018-07-29,48.233299,16.46002
Rockingham,AU,Australia/Perth,108022,2019-07-20,-32.276821,115.72978
Perth,AU,Australia/Perth,1896548,2019-09-05,-31.95224,115.8614
Darwin,AU,Australia/Darwin,129062,2019-09-05,-12.46113,130.84184
Adelaide,AU,Australia/Adelaide,1225235,2021-07-15,-34.928661,138.59863
Townsville,AU,Australia/Brisbane,196219,2013-06-25,-19.26639,146.80569
Toowoomba,AU,Australia/Brisbane,131258,2013-06-25,-27.56056,151.95386
Sydney,AU,Australia/Sydney,4627345,2019-09-05,-33.867851,151.20732
Newcastle,AU,Australia/Sydney,308308,2019-09-05,-32.929531,151.78011
Melbourne,AU,Australia/Melbourne,4246375,2019-07-20,-37.813999,144.96332
Launceston,AU,Australia/Hobart,106153,2019-07-20,-41.438759,147.13467
Hobart,AU,Australia/Hobart,216656,2019-09-05,-42.87936,147.32941
Gold Coast,AU,Australia/Brisbane,591473,2016-03-21,-28.00029,153.43088
Geelong,AU,Australia/Melbourne,226034,2021-08-01,-38.14711,144.36069
Wollongong,AU,Australia/Sydney,292190,2021-08-08,-34.424,150.89345
Canberra,AU,Australia/Sydney,367752,2019-09-05,-35.283459,149.12807
Cairns,AU,Australia/Brisbane,153075,2019-05-22,-16.92366,145.76613
Brisbane,AU,Australia/Brisbane,2189878,2019-09-05,-27.467939,153.02809
Bendigo,AU,Australia/Melbourne,100617,2019-07-20,-36.758179,144.28024
Logan City,AU,Australia/Brisbane,282673,2013-06-25,-27.63917,153.10944
Lankaran,AZ,Asia/Baku,240300,2017-06-27,38.75428,48.85062
Yevlakh,AZ,Asia/Baku,127400,2019-07-01,40.61832,47.150139
Sumqayit,AZ,Asia/Baku,265150,2020-06-10,40.589722,49.66861
Ganja,AZ,Asia/Baku,313300,2017-07-08,40.682781,46.360561
Baku,AZ,Asia/Baku,1116513,2019-09-05,40.37767,49.89201
Zenica,BA,Europe/Sarajevo,164423,2016-06-05,44.201691,17.903971
Tuzla,BA,Europe/Sarajevo,142486,2019-09-05,44.538422,18.667089
Sarajevo,BA,Europe/Sarajevo,696731,2019-09-05,43.84864,18.35644
Mostar,BA,Europe/Sarajevo,104518,2018-12-29,43.34333,17.80806
Banja Luka,BA,Europe/Sarajevo,221106,2019-09-05,44.778419,17.193859
Tungi,BD,Asia/Dhaka,337579,2016-11-09,23.891541,90.402321
Sylhet,BD,Asia/Dhaka,237000,2016-11-09,24.89904,91.871979
Jamalpur,BD,Asia/Dhaka,167900,2016-11-17,24.919649,89.94812
Shibganj,BD,Asia/Dhaka,378701,2017-06-09,25.001459,89.322662
Satkhira,BD,Asia/Dhaka,128918,2020-06-10,22.70817,89.071854
Sirajganj,BD,Asia/Dhaka,127481,2017-05-04,24.45771,89.708023
Narsingdi,BD,Asia/Dhaka,281080,2016-11-09,23.922979,90.717682
Shahzadpur,BD,Asia/Dhaka,102420,2020-06-10,24.17687,89.598801
Rajshahi,BD,Asia/Dhaka,700133,2020-06-10,24.374001,88.601143
Narayanganj,BD,Asia/Dhaka,223622,2020-06-10,23.61352,90.502983
Nagarpur,BD,Asia/Dhaka,238422,2016-11-09,24.057831,89.876961
Mymensingh,BD,Asia/Dhaka,225126,2016-11-17,24.756359,90.406464
Comilla,BD,Asia/Dhaka,389411,2016-11-09,23.461861,91.185028
Rangpur,BD,Asia/Dhaka,343122,2016-11-09,25.746639,89.251663
Kushtia,BD,Asia/Dhaka,135724,2016-11-09,23.9028,89.119431
Dhaka,BD,Asia/Dhaka,10356500,2020-03-18,23.7104,90.40744
Bhairab Bazar,BD,Asia/Dhaka,105457,2020-06-10,24.052401,90.976402
Bagerhat,BD,Asia/Dhaka,266388,2017-06-26,22.65657,89.791229
Sonargaon,BD,Asia/Dhaka,130000,2017-07-04,23.65,90.616669
Par Naogaon,BD,Asia/Dhaka,192464,2016-11-09,24.80418,88.948753
Faridpur,BD,Asia/Dhaka,112187,2018-12-04,23.606119,89.840637
Dinajpur,BD,Asia/Dhaka,206234,2020-05-28,25.627451,88.637787
Chattogram,BD,Asia/Dhaka,3920222,2020-08-12,22.3384,91.83168
Cox's Bazar,BD,Asia/Dhaka,253788,2017-04-04,21.43973,92.009552
Khulna,BD,Asia/Dhaka,1342339,2016-11-09,22.80979,89.564392
Barishal,BD,Asia/Dhaka,202242,2020-08-13,22.704969,90.370132
Jessore,BD,Asia/Dhaka,243987,2016-11-09,23.16971,89.213707
Pabna,BD,Asia/Dhaka,186781,2016-11-09,24.006439,89.237198
Tangail,BD,Asia/Dhaka,180144,2016-11-09,24.24984,89.91655
Bogra,BD,Asia/Dhaka,210000,2016-11-09,24.850981,89.371078
Nawabganj,BD,Asia/Dhaka,142361,2016-11-09,24.59025,88.274437
Sherpur,BD,Asia/Dhaka,107419,2016-11-17,25.01881,90.017509
Saidpur,BD,Asia/Dhaka,199422,2020-09-17,25.777691,88.891693
Puthia,BD,Asia/Dhaka,159406,2017-06-09,24.36537,88.834312
Natore,BD,Asia/Dhaka,369138,2017-06-26,24.411119,88.986732
Paltan,BD,Asia/Dhaka,184492,2016-11-09,23.73625,90.414261
Schaerbeek,BE,Europe/Brussels,132761,2021-07-25,50.86935,4.3773699
Namur,BE,Europe/Brussels,106284,2019-09-05,50.4669,4.8674598
Liege,BE,Europe/Brussels,182597,2019-09-05,50.633732,5.5674901
Gent,BE,Europe/Brussels,231493,2019-09-05,51.049999,3.71667
Charleroi,BE,Europe/Brussels,200132,2021-07-25,50.411362,4.4444799
Brussels,BE,Europe/Brussels,1019022,2021-07-25,50.850449,4.3487802
Brugge,BE,Europe/Brussels,116709,2019-09-05,51.20892,3.2242401
Antwerpen,BE,Europe/Brussels,459805,2019-12-17,51.22047,4.40026
Anderlecht,BE,Europe/Brussels,160553,2021-07-25,50.836189,4.3145399
Ouagadougou,BF,Africa/Ouagadougou,1086505,2021-03-10,12.36566,-1.53388
Bobo-Dioulasso,BF,Africa/Ouagadougou,360106,2021-03-08,11.17715,-4.2979002
Varna,BG,Europe/Sofia,312770,2019-09-05,43.216671,27.91667
Stara Zagora,BG,Europe/Sofia,143431,2019-09-05,42.432781,25.641939
Sofia,BG,Europe/Sofia,1152556,2019-09-05,42.69751,23.32415
Ruse,BG,Europe/Sofia,156238,2019-03-04,43.848721,25.9534
Plovdiv,BG,Europe/Sofia,340494,2016-02-07,42.150002,24.75
Pleven,BG,Europe/Sofia,118675,2019-09-05,43.416672,24.616671
Burgas,BG,Europe/Sofia,195966,2019-09-05,42.506062,27.46781
Manama,BH,Asia/Bahrain,147074,2019-09-05,26.227871,50.585651
Bujumbura,BI,Africa/Bujumbura,331700,2021-05-19,-3.3819301,29.36142
Porto-Novo,BJ,Africa/Porto-Novo,234168,2019-09-05,6.49646,2.60359
Parakou,BJ,Africa/Porto-Novo,163753,2012-01-18,9.3371601,2.6303101
Kandi,BJ,Africa/Porto-Novo,109701,2012-01-18,11.13417,2.9386101
Djougou,BJ,Africa/Porto-Novo,237040,2013-08-17,9.7085304,1.66598
Cotonou,BJ,Africa/Porto-Novo,780000,2019-09-05,6.3653598,2.41833
Bohicon,BJ,Africa/Porto-Novo,125092,2018-05-29,7.1782598,2.0667
Abomey-Calavi,BJ,Africa/Porto-Novo,385755,2018-02-26,6.4485202,2.35566
Tarija,BO,America/La_Paz,159269,2010-01-29,-21.53549,-64.729561
Sucre,BO,America/La_Paz,224838,2021-05-28,-19.033319,-65.262741
Santa Cruz de la Sierra,BO,America/La_Paz,1364389,2021-08-05,-17.786289,-63.181171
Sacaba,BO,America/La_Paz,107628,2017-12-06,-17.397989,-66.038254
Potosi,BO,America/La_Paz,141251,2020-06-10,-19.583611,-65.753059
Oruro,BO,America/La_Paz,208684,2012-01-18,-17.98333,-67.150002
La Paz,BO,America/La_Paz,812799,2019-09-05,-16.5,-68.150002
Cochabamba,BO,America/La_Paz,900414,2012-01-19,-17.3895,-66.156799
Vitoria de Santo Antao,BR,America/Recife,107383,2012-08-03,-8.1180601,-35.291389
Timon,BR,America/Fortaleza,124427,2012-08-03,-5.0941701,-42.83667
Teresina,BR,America/Fortaleza,744512,2019-09-05,-5.08917,-42.801941
Sobral,BR,America/Fortaleza,157996,2013-12-28,-3.68611,-40.34972
Sao Luis,BR,America/Fortaleza,917237,2017-12-27,-2.5297201,-44.30278
Santa Rita,BR,America/Fortaleza,119893,2012-08-03,-7.1138902,-34.978062
Santarem,BR,America/Santarem,189047,2013-12-25,-2.4430599,-54.708328
Recife,BR,America/Recife,1478098,2019-09-05,-8.0538902,-34.881111
Petrolina,BR,America/Recife,194650,2012-08-03,-9.3986101,-40.500832
Paulista,BR,America/Recife,289971,2012-08-03,-7.9408302,-34.873058
Parnamirim,BR,America/Fortaleza,150343,2012-03-10,-5.9155598,-35.262779
Parnaiba,BR,America/Fortaleza,138008,2017-08-28,-2.9047201,-41.776669
Olinda,BR,America/Recife,366754,2012-08-03,-8.0088902,-34.855282
Natal,BR,America/Fortaleza,763043,2019-02-27,-5.7950001,-35.209438
Mossoro,BR,America/Fortaleza,202005,2012-08-03,-5.1875,-37.34417
Maracanau,BR,America/Fortaleza,193529,2012-08-03,-3.8766699,-38.625561
Maraba,BR,America/Belem,145860,2015-11-22,-5.3814602,-49.13232
Maceio,BR,America/Maceio,954991,2010-01-21,-9.6658297,-35.735279
Macapa,BR,America/Belem,338936,2012-08-03,.03889,-51.066391
Juazeiro do Norte,BR,America/Fortaleza,225230,2012-08-03,-7.2130599,-39.315281
Joao Pessoa,BR,America/Fortaleza,650883,2019-09-05,-7.1149998,-34.86306
Jaboatao,BR,America/Recife,702621,2012-08-03,-8.1802797,-35.001389
Imperatriz,BR,America/Fortaleza,218106,2012-08-03,-5.5263901,-47.491669
Garanhuns,BR,America/Recife,110085,2016-06-22,-8.88202,-36.502159
Fortaleza,BR,America/Fortaleza,2400000,2019-09-05,-3.7172201,-38.54306
Caxias,BR,America/Fortaleza,148072,2013-05-30,-4.8588901,-43.35611
Caucaia,BR,America/Fortaleza,275019,2012-08-03,-3.73611,-38.653061
Castanhal,BR,America/Belem,137406,2012-08-03,-1.29389,-47.926392
Caruaru,BR,America/Recife,235371,2012-03-10,-8.28333,-35.976109
Campina Grande,BR,America/Fortaleza,348936,2012-08-03,-7.2305598,-35.881111
Cabo,BR,America/Recife,143105,2018-07-04,-8.28333,-35.033329
Belem,BR,America/Belem,1407737,2021-08-04,-1.45583,-48.50444
Arapiraca,BR,America/Maceio,166562,2012-08-03,-9.7524996,-36.66111
Araguaina,BR,America/Araguaina,105019,2014-01-01,-7.1911101,-48.207218
Ananindeua,BR,America/Belem,433956,2012-08-03,-1.3655601,-48.372219
Volta Redonda,BR,America/Sao_Paulo,249580,2019-09-05,-22.52306,-44.104172
Vitoria da Conquista,BR,America/Bahia,253137,2012-08-03,-14.86611,-40.839439
Vitoria,BR,America/Sao_Paulo,312656,2021-08-08,-20.319441,-40.33778
Vila Velha,BR,America/Sao_Paulo,394930,2014-05-11,-20.32972,-40.2925
Viamao,BR,America/Sao_Paulo,285269,2012-08-03,-30.08111,-51.023331
Varzea Paulista,BR,America/Sao_Paulo,110936,2012-08-03,-23.21139,-46.828331
Varzea Grande,BR,America/Cuiaba,249752,2012-08-03,-15.64667,-56.1325
Varginha,BR,America/Sao_Paulo,116571,2012-08-03,-21.55139,-45.430279
Uruguaiana,BR,America/Sao_Paulo,123480,2012-08-03,-29.754721,-57.088329
Umuarama,BR,America/Sao_Paulo,107319,2016-08-03,-23.76639,-53.325001
Uberlandia,BR,America/Sao_Paulo,563536,2015-08-15,-18.91861,-48.277222
Uberaba,BR,America/Sao_Paulo,260843,2012-08-03,-19.748329,-47.931938
Toledo,BR,America/Sao_Paulo,119313,2013-09-27,-24.71361,-53.743061
Teresopolis,BR,America/Sao_Paulo,123979,2019-12-13,-22.4167,-42.978222
Teofilo Otoni,BR,America/Sao_Paulo,101170,2017-07-18,-17.8575,-41.50528
Taubate,BR,America/Sao_Paulo,251641,2012-03-10,-23.02639,-45.555279
Taboao da Serra,BR,America/Sao_Paulo,214523,2012-03-10,-23.62611,-46.791672
Suzano,BR,America/Sao_Paulo,283314,2012-08-03,-23.5425,-46.310829
Sumare,BR,America/Sao_Paulo,227977,2017-07-03,-22.821939,-47.266941
Sorocaba,BR,America/Sao_Paulo,558862,2012-03-10,-23.501671,-47.458061
Sete Lagoas,BR,America/Sao_Paulo,201334,2012-08-03,-19.46583,-44.24667
Serra,BR,America/Sao_Paulo,394153,2012-08-03,-20.128611,-40.307781
Sapucaia,BR,America/Sao_Paulo,130937,2012-08-03,-29.83333,-51.150002
Sao Vicente,BR,America/Sao_Paulo,324457,2012-08-03,-23.96306,-46.391941
Sao Paulo,BR,America/Sao_Paulo,10021295,2019-07-12,-23.547501,-46.636108
Sao Leopoldo,BR,America/Sao_Paulo,209229,2012-08-03,-29.760281,-51.147221
Sao Jose dos Pinhais,BR,America/Sao_Paulo,124224,2014-08-17,-25.530199,-49.208359
Sao Jose dos Campos,BR,America/Sao_Paulo,613764,2017-01-19,-23.17944,-45.88694
Sao Jose do Rio Preto,BR,America/Sao_Paulo,374699,2012-03-10,-20.819719,-49.37944
Sao Jose,BR,America/Sao_Paulo,200000,2018-07-04,-28.21171,-49.1632
Sao Joao de Meriti,BR,America/Sao_Paulo,454849,2019-09-05,-22.80389,-43.372219
Sao Carlos,BR,America/Sao_Paulo,205035,2013-04-14,-22.0175,-47.890831
Sao Caetano do Sul,BR,America/Sao_Paulo,136453,2014-11-03,-23.62306,-46.551109
Sao Bernardo do Campo,BR,America/Sao_Paulo,743372,2014-03-05,-23.69389,-46.564999
Santos,BR,America/Sao_Paulo,411403,2019-09-05,-23.960831,-46.333611
Santo Andre,BR,America/Sao_Paulo,662373,2019-09-19,-23.663891,-46.53833
Santa Maria,BR,America/Sao_Paulo,249219,2012-03-10,-29.68417,-53.806938
Santa Luzia,BR,America/Sao_Paulo,243503,2012-08-03,-19.76972,-43.851391
Santa Cruz do Sul,BR,America/Sao_Paulo,106113,2019-10-31,-29.717501,-52.425831
Santa Barbara d'Oeste,BR,America/Sao_Paulo,188000,2020-03-31,-22.753611,-47.413609
Salvador,BR,America/Bahia,2711840,2021-07-31,-12.97111,-38.51083
Rondonopolis,BR,America/Cuiaba,152912,2012-08-03,-16.470831,-54.635559
Rio Verde,BR,America/Sao_Paulo,229651,2019-07-21,-17.798059,-50.928059
Rio Grande,BR,America/Sao_Paulo,187838,2016-06-13,-32.035,-52.09861
Rio de Janeiro,BR,America/Sao_Paulo,6023699,2019-09-05,-22.90642,-43.182232
Rio das Ostras,BR,America/Sao_Paulo,100000,2014-05-22,-22.526939,-41.945
Rio Claro,BR,America/Sao_Paulo,180147,2012-08-03,-22.41139,-47.56139
Ribeirao Preto,BR,America/Sao_Paulo,619746,2015-06-04,-21.1775,-47.81028
Ribeirao Pires,BR,America/Sao_Paulo,111888,2012-08-03,-23.71056,-46.41333
Ribeirao das Neves,BR,America/Sao_Paulo,406802,2012-08-03,-19.766939,-44.08667
Resende,BR,America/Sao_Paulo,111514,2020-03-21,-22.468889,-44.446671
Queimados,BR,America/Sao_Paulo,135741,2012-08-03,-22.71611,-43.555279
Presidente Prudente,BR,America/Sao_Paulo,209502,2012-08-03,-22.125561,-51.388889
Praia Grande,BR,America/Sao_Paulo,250027,2012-08-03,-24.005831,-46.402779
Pouso Alegre,BR,America/Sao_Paulo,115201,2012-08-03,-22.23,-45.93639
Porto Seguro,BR,America/Bahia,123173,2012-08-03,-16.44972,-39.06472
Porto Alegre,BR,America/Sao_Paulo,1372741,2019-09-05,-30.032829,-51.23019
Ponta Grossa,BR,America/Sao_Paulo,292177,2012-08-03,-25.094999,-50.161942
Pocos de Caldas,BR,America/Sao_Paulo,146588,2017-03-01,-21.787781,-46.56139
Poa,BR,America/Sao_Paulo,107432,2012-08-03,-23.528061,-46.344719
Piracicaba,BR,America/Sao_Paulo,342209,2012-03-10,-22.725281,-47.64917
Pindamonhangaba,BR,America/Sao_Paulo,132218,2012-08-03,-22.923889,-45.46167
Petropolis,BR,America/Sao_Paulo,272691,2012-08-03,-22.504999,-43.178612
Pelotas,BR,America/Sao_Paulo,320674,2018-12-05,-31.76997,-52.341011
Patos de Minas,BR,America/Sao_Paulo,126234,2017-03-25,-18.57889,-46.518059
Passo Fundo,BR,America/Sao_Paulo,179529,2012-08-03,-28.262779,-52.40667
Paranagua,BR,America/Sao_Paulo,141013,2014-12-28,-25.51626,-48.525372
Palhoca,BR,America/Sao_Paulo,122423,2012-03-10,-27.645281,-48.667782
Osasco,BR,America/Sao_Paulo,677856,2012-09-27,-23.532499,-46.791672
Novo Hamburgo,BR,America/Sao_Paulo,253841,2012-08-03,-29.678329,-51.130562
Nova Iguacu,BR,America/Sao_Paulo,1002118,2012-03-10,-22.759171,-43.451111
Nova Friburgo,BR,America/Sao_Paulo,153361,2012-03-10,-22.28194,-42.531109
Nossa Senhora do Socorro,BR,America/Maceio,163993,2012-08-03,-10.855,-37.12611
Niteroi,BR,America/Sao_Paulo,456456,2012-08-03,-22.883329,-43.103611
Nilopolis,BR,America/Sao_Paulo,147281,2013-07-22,-22.807501,-43.413891
Montes Claros,BR,America/Sao_Paulo,332379,2012-08-03,-16.735001,-43.861671
Mogi Guacu,BR,America/Sao_Paulo,128865,2016-11-10,-22.367701,-46.945518
Mogi das Cruzes,BR,America/Sao_Paulo,325746,2012-09-27,-23.522779,-46.188332
Maua,BR,America/Sao_Paulo,386069,2012-03-10,-23.66778,-46.461391
Maringa,BR,America/Sao_Paulo,311724,2012-03-10,-23.42528,-51.93861
Marilia,BR,America/Sao_Paulo,212218,2012-03-10,-22.21389,-49.945831
Macae,BR,America/Sao_Paulo,143029,2017-05-07,-22.38484,-41.783241
Luziania,BR,America/Sao_Paulo,143601,2012-08-03,-16.252501,-47.950279
Londrina,BR,America/Sao_Paulo,471832,2012-03-10,-23.31028,-51.162781
Linhares,BR,America/Sao_Paulo,105075,2012-08-03,-19.391109,-40.07222
Limeira,BR,America/Sao_Paulo,289665,2012-08-03,-22.56472,-47.401669
Lages,BR,America/Sao_Paulo,164676,2012-08-03,-27.816111,-50.326111
Jundiai,BR,America/Sao_Paulo,321589,2013-03-17,-23.18639,-46.884171
Juiz de Fora,BR,America/Sao_Paulo,470193,2013-05-09,-21.76417,-43.350281
Joinville,BR,America/Sao_Paulo,461304,2012-08-03,-26.30444,-48.845558
Jequie,BR,America/Bahia,127475,2017-09-08,-13.85875,-40.085121
Jau,BR,America/Sao_Paulo,119206,2012-08-03,-22.296391,-48.557781
Jaragua do Sul,BR,America/Sao_Paulo,130130,2012-08-03,-26.486111,-49.066669
Jandira,BR,America/Sao_Paulo,113605,2012-08-03,-23.5275,-46.9025
Jacarei,BR,America/Sao_Paulo,213110,2014-05-15,-23.305281,-45.965832
Itu,BR,America/Sao_Paulo,137586,2012-08-03,-23.26417,-47.299171
Itaquaquecetuba,BR,America/Sao_Paulo,336679,2012-08-03,-23.486111,-46.348331
Itapevi,BR,America/Sao_Paulo,201748,2012-03-10,-23.548889,-46.93417
Itapetininga,BR,America/Sao_Paulo,126243,2012-08-03,-23.591669,-48.053059
Itapecerica da Serra,BR,America/Sao_Paulo,151605,2012-08-03,-23.71694,-46.849171
Itajai,BR,America/Sao_Paulo,155716,2017-06-13,-26.90778,-48.661942
Itaguai,BR,America/Sao_Paulo,100752,2018-10-17,-22.852221,-43.77528
Itabuna,BR,America/Bahia,205660,2012-08-03,-14.78556,-39.280281
Itaborai,BR,America/Sao_Paulo,182498,2012-08-03,-22.74444,-42.85944
Ipatinga,BR,America/Sao_Paulo,228746,2012-08-03,-19.46833,-42.536671
Indaiatuba,BR,America/Sao_Paulo,179911,2014-06-28,-23.088421,-47.211899
Ilheus,BR,America/Bahia,155499,2015-06-03,-14.79364,-39.03949
Ibirite,BR,America/Sao_Paulo,141374,2012-08-03,-20.02194,-44.058891
Hortolandia,BR,America/Sao_Paulo,203533,2012-03-10,-22.85833,-47.220001
Guarulhos,BR,America/Sao_Paulo,1169577,2017-12-12,-23.46278,-46.533329
Guaruja,BR,America/Sao_Paulo,310424,2015-06-03,-23.993059,-46.25639
Guaratingueta,BR,America/Sao_Paulo,105880,2017-09-19,-22.816389,-45.192501
Guarapuava,BR,America/Sao_Paulo,150850,2014-12-27,-25.39048,-51.465408
Guarapari,BR,America/Sao_Paulo,100925,2017-07-15,-20.67182,-40.501961
Gravatai,BR,America/Sao_Paulo,238778,2014-10-24,-29.942181,-50.992779
Governador Valadares,BR,America/Sao_Paulo,250878,2012-08-03,-18.85111,-41.94944
Goiania,BR,America/Sao_Paulo,1171195,2010-01-21,-16.67861,-49.253891
Franco da Rocha,BR,America/Sao_Paulo,108858,2012-08-03,-23.321671,-46.72694
Francisco Morato,BR,America/Sao_Paulo,171790,2012-08-03,-23.28167,-46.745281
Franca,BR,America/Sao_Paulo,305041,2012-03-10,-20.53861,-47.400829
Foz do Iguacu,BR,America/Sao_Paulo,293523,2016-10-28,-25.547779,-54.588058
Florianopolis,BR,America/Sao_Paulo,412724,2017-12-05,-27.59667,-48.549171
Ferraz de Vasconcelos,BR,America/Sao_Paulo,167900,2012-08-03,-23.540831,-46.36861
